FirstName,LastName,Date Of Birth,Height (cm), Age
NFACOAFB,WPTDWJWM,6/10/2014,132.3010057,9
UDDPDJQE,PCXSCQQW,6/11/2014,191.0167466,9
LGLXCDST,XYHKDARK,6/12/2014,101.0563465,9
USVLYMAO,HLOHVBYI,6/13/2014,163.2264186,9
QEEUVLGH,KWUOHMRI,6/14/2014,118.9329928,9
BCUWMVBY,FDBRILQG,6/15/2014,162.0399259,9
QMRWUVSY,DQYWYDOX,6/16/2014,109.1644279,9
RAIDSUWA,PVDKJUWR,6/17/2014,128.7407766,9
NLHNTBGV,HEFKWEEM,6/18/2014,104.8119709,9
OFYMPFVU,EWCFVWDQ,6/19/2014,187.8530153,9
WAHCYFLU,VWHTUCDU,6/20/2014,108.6810222,9
VIQJWBNE,CPQYHIWE,6/21/2014,173.6987281,9
RMKAPQAS,XQMJXXYI,6/22/2014,199.6837838,9
FOYKVLYD,ACOQRMKQ,6/23/2014,180.3680707,9
VAQXOHWO,CGOLCNRN,6/24/2014,198.0220938,9
TJDXGMOH,BIWNTLNU,6/25/2014,121.4459537,9
YQAYVQAY,OYMADRGK,6/26/2014,160.5288558,9
OOQQDIOU,YPPCYXSX,6/27/2014,124.2922732,9
KDRNLJJW,BXCTWUSK,6/28/2014,127.0161375,9
QSPXKXVQ,WBLFUUDU,6/29/2014,173.1567586,9
AHYQYVFQ,SIXCTHTT,6/30/2014,109.4496244,9
SXEQFICD,EVLNPANG,7/1/2014,151.0208231,9
LFGHWARX,QOCYBARL,7/2/2014,191.606818,9
ADCTLMVC,MJCCLUAY,7/3/2014,140.2296695,9
VKVIPMPO,GRQVAGDA,7/4/2014,161.1374183,9
JTYLLJBM,UNJPIHHA,7/5/2014,161.6942793,9
BFYYEQJS,CMNXBXGI,7/6/2014,125.3171122,9
KSQSTVCN,ENTOXKQK,7/7/2014,179.210878,9
VCAWIGIS,YBIDOMSW,7/8/2014,130.5540866,9
PFYUSBWO,FVHPWEDP,7/9/2014,148.2137548,9
MWMMOCTW,LIWWHHQS,7/10/2014,156.1689711,9
FEVUXFWD,WGDUNDEK,7/11/2014,127.3825773,9
RUXVAOOH,QNVMSRFX,7/12/2014,121.9956809,9
RJAWWAGO,OIYUYWCQ,7/13/2014,137.9096317,9
YIFHBUUF,NRWNBAGK,7/14/2014,193.6020496,9
EREMYBAL,DRLBQOBC,7/15/2014,160.8110873,9
WVQBCIBA,NFBLMTBY,7/16/2014,145.483272,9
FYXGJVIR,WNMYUMNM,7/17/2014,198.2795287,9
FHRUESSG,VOBYQGXF,7/18/2014,141.1316679,9
KDEUDLEO,LJQDSDJE,7/19/2014,123.3752816,9
QUUVPIFP,VWNCFUPV,7/20/2014,164.0899016,9
QFCCAXJM,JDJRXRMJ,7/21/2014,140.6923668,9
NUPERTIG,VCCHNGCD,7/22/2014,180.8189047,9
RQBRERQL,XYLVSNVJ,7/23/2014,141.0108207,9
EKKYHQDB,SCGCXPUE,7/24/2014,119.4838825,9
NWTMJDOD,QENHSOUS,7/25/2014,194.5834737,9
VDWRFCSW,SBNTFYNI,7/26/2014,198.2472341,9
SXVDWRXG,CLGDTDHH,7/27/2014,127.2816377,9
QSIBUDYB,BBWHIRGE,7/28/2014,107.9859604,9
MTSFJLVO,XAFBKIKO,7/29/2014,140.151536,9
QUNRUURS,RWSDOXVL,7/30/2014,111.3917534,9
HPBWSDMG,UUGTVDHF,7/31/2014,100.167996,9
IVLFKTGW,EWJUGDSP,8/1/2014,137.7864009,9
TBLIQJLA,IXYMVFRX,8/2/2014,108.7912284,9
IATPAPFI,KQIKBVWB,8/3/2014,125.1223597,9
TNEMYMMP,LEYUVWPC,8/4/2014,148.6518825,9
IKEVINYW,ECOMXYMY,8/5/2014,182.8449473,9
VPUWOUDI,PIXUSAOJ,8/6/2014,102.6776809,9
UROQDMUL,BTDHFRFG,8/7/2014,162.9762857,9
VWIHRLTD,NRGEGALQ,8/8/2014,117.5942281,9
ILBOKXDX,VAQHIUEV,8/9/2014,157.5421927,9
VAWMPWVP,YGDNFNPB,8/10/2014,197.213108,9
WAEWIERR,OUOPTRIP,8/11/2014,166.6585279,9
MYAUNFQB,JDDSFSPJ,8/12/2014,137.6017045,9
QVXAMAJJ,HQCCOJDS,8/13/2014,117.4186581,9
EOOMBQXL,VTRBFXKU,8/14/2014,161.8324862,9
UCXLJJJG,YPDOLFQI,8/15/2014,150.6285081,9
SKFMTRYY,DDPKMGTW,8/16/2014,147.0366539,9
HQAXYHBN,QXJQMTCD,8/17/2014,190.9892731,9
KIEIJCNO,OMUMCVSG,8/18/2014,123.3700012,9
HVGUCCJI,USMWXHUT,8/19/2014,117.8707959,9
WQTNKVYX,BYYUJEYN,8/20/2014,121.8269498,9
IXBVDIYM,BROCYYGS,8/21/2014,149.1722481,9
JEYDBXKU,BRXMWBDJ,8/22/2014,152.4594576,9
RRQSHDQQ,HYAVVHMP,8/23/2014,178.7136438,9
CCYYEWLR,MSHJXHOD,8/24/2014,149.2748765,9
NCGSPQFO,GBCIQMOG,8/25/2014,136.9805932,9
PQNNWGCW,STPCVMTR,8/26/2014,160.6458299,9
MWHLTUDG,PHMOIDOS,8/27/2014,120.6373351,9
BTVECTBL,IKJDFHEA,8/28/2014,178.7851382,9
GDAHGQSU,IHUSVLSA,8/29/2014,116.5610225,9
VHXUUJHH,PBWPIJNR,8/30/2014,130.7202659,9
VJXFVAQV,JLUGJPLC,8/31/2014,193.4169558,9
VKFTWUKW,WSJEOGJC,9/1/2014,118.2711756,9
PEDAPGTC,NVUAYXXY,9/2/2014,180.2508453,9
BFXSWOYR,JPVDNEYW,9/3/2014,118.375305,9
QJNSDULL,BMRGKLGB,9/4/2014,111.2245612,9
PORXDHNI,YJSOJDNT,9/5/2014,158.3102064,9
ALBXDDGW,ENEEAINX,9/6/2014,165.466656,9
LNSIAQMN,NWUSSUHD,9/7/2014,104.4040299,9
FHXBQCKV,BOBRHXDT,9/8/2014,117.8059031,9
JATJFDGX,GOXTDWUR,9/9/2014,170.9560434,9
DWCSJLTP,MNQMBQVQ,9/10/2014,117.7688575,9
WNOORCVS,PKKYMJED,9/11/2014,185.5433053,9
SIIYWYOL,NHXHYAFV,9/12/2014,152.16056,9
OYOTKREY,HYOAOXLU,9/13/2014,198.1296717,9
VHARXOOG,MPQKMUOC,9/14/2014,116.1888629,9
YCESHJAL,KGHDESTB,9/15/2014,126.7298288,9
PLCTUEWR,JOGGWWMY,9/16/2014,184.0205852,9
GJHFSNFH,FVKYLYII,9/17/2014,172.1166121,9
RJBTWMHA,KAJAKSFP,9/18/2014,118.1472118,9
SGSUFMIF,XTXHVJDA,9/19/2014,142.3952205,9
EBDVMEJQ,TLBBECYX,9/20/2014,113.4283782,9
IHLELLGB,PJFHIHQT,9/21/2014,154.2310909,9
BDEITKYA,OBADHESK,9/22/2014,161.4749038,9
GWNAFNCQ,NXRMHSUL,9/23/2014,193.5477963,9
CURLKGHD,EJTEKFQE,9/24/2014,106.2434324,9
GKOKKQNH,PJBHVMUX,9/25/2014,165.2027588,9
AAFESRFF,OWLMSBLV,9/26/2014,153.7337437,9
MFXUFYCE,RTWLIGOY,9/27/2014,156.5340943,9
NAXSLHAW,VATTHCSS,9/28/2014,120.8420523,9
KYOTGDRA,XECGEURN,9/29/2014,194.709611,9
TWYNODBW,BFHVKAVF,9/30/2014,194.9177879,9
PHDYYKGG,HBEPHTTJ,10/1/2014,160.2191571,9
NUMGQMNM,JMFWEWLO,10/2/2014,175.9169911,9
UBMAQHTV,IYYWFGMR,10/3/2014,122.1930635,9
JAYKTWRG,NXYRCDSI,10/4/2014,131.0059943,9
PJMTKMGO,OAVTRBOQ,10/5/2014,111.1455805,9
DLUEOJXU,RMHDMEUI,10/6/2014,178.7736545,9
LTIXLXSK,TAXQHTMN,10/7/2014,154.7345597,9
QJRAWDJL,FBBWNOVX,10/8/2014,139.7766092,9
GXIPNFGH,ORNMSEBO,10/9/2014,113.9118778,9
VCOFAHTG,JGJQGXAH,10/10/2014,186.4181667,9
SYMEBDCJ,UHGMTDAW,10/11/2014,169.163661,9
OHCAJMVG,PMNBPYCD,10/12/2014,184.5683184,9
MBOTFBVP,XMOPMTXK,10/13/2014,196.6470807,9
IAIKBYBQ,LCFHVYGB,10/14/2014,124.3917835,9
IMGYGGFY,UIJWYGAT,10/15/2014,112.871695,9
CUSHYHNW,IHQQLUEL,10/16/2014,176.7851871,9
OAVTSCQO,AJXYIFVJ,10/17/2014,165.5429136,9
WJIYGRUN,KHVJYOBK,10/18/2014,126.4423315,9
MBVDOHEW,DRJNMAKG,10/19/2014,109.8270914,9
YPHDNQYE,PHHDOYAB,10/20/2014,144.4278013,9
RGHCYCYB,RTYGAHUF,10/21/2014,121.3830131,9
UIXEGHEQ,XALRSXOY,10/22/2014,150.1389455,9
RHFPGJDB,HMGKHFTO,10/23/2014,157.3689274,9
NBYNGSLS,BXQLRJXA,10/24/2014,148.2356748,9
UQTISBWJ,OBPWSXAM,10/25/2014,141.5641695,9
UCPHWLPU,OXJMYEOH,10/26/2014,124.8571001,9
OAJBNQMR,BHLEPISM,10/27/2014,154.1187809,9
NHBCUAIF,AEDDLBXS,10/28/2014,180.2409291,9
PEXFYNEJ,WENGSFUU,10/29/2014,171.9996782,9
SXSONIJX,LCDAUXJS,10/30/2014,117.0938918,9
AIEKKFSC,SPHYLRDX,10/31/2014,157.8351993,9
MJLIBVPS,TPDSQNOA,11/1/2014,128.7101299,9
MAAMWVWP,KETIPVIW,11/2/2014,175.6027506,9
GHQQBQLR,IMXJIOXP,11/3/2014,103.7875095,9
NDLLHMAI,HNNCLVKU,11/4/2014,194.281524,9
AHRGAWUX,STIQCDNT,11/5/2014,165.1841686,9
KIIDGSUF,ELRDXEPW,11/6/2014,178.6902147,9
QOKSAMOX,PJEQDCQD,11/7/2014,145.4750218,9
NKDYEBUG,JCPRFPLL,11/8/2014,151.8010109,9
TANGPTEP,IQFTICKI,11/9/2014,166.1031047,9
AKJOGFYD,MNQGDPWN,11/10/2014,122.3252805,9
HBMOYDSD,NDVWIHLJ,11/11/2014,155.8183883,9
NQNVAGNL,VCBOSURM,11/12/2014,191.0048773,9
YYDTXKYB,UOSBEUEQ,11/13/2014,188.4002751,9
MKDJSXKM,JXSEENWD,11/14/2014,157.8064309,9
BLAQARDQ,OOYCLWWA,11/15/2014,195.9239813,9
XFKQQPTT,TDDEQDPC,11/16/2014,112.6942591,9
KJRUHNFC,SIQUKYNR,11/17/2014,164.1576347,9
AUYHPWXB,UTUOVCOY,11/18/2014,120.6845739,9
PCGQGIIB,KXNSEVCB,11/19/2014,115.7649069,9
UJYDGSCC,RGBHGXFY,11/20/2014,166.4400777,9
SWNDJAHQ,MNOJWXBO,11/21/2014,177.3723667,9
DSVAGDAY,JHSHJOMR,11/22/2014,169.2175724,9
FPTKYQBQ,MCPXBXKK,11/23/2014,175.1905755,9
YXBORDJL,QETPBULV,11/24/2014,102.5658989,9
UOSCGHKU,VRRLVGLY,11/25/2014,182.7507429,9
XTUTCSQH,LBXEKGBH,11/26/2014,184.5889806,9
XPQPDEXN,PAPHSHGX,11/27/2014,167.024834,9
AKVTOPSD,RTTFBJWQ,11/28/2014,162.561137,9
PBFOVCDQ,RYMDFUFP,11/29/2014,156.9102897,9
UINNREBY,NVSRXBUX,11/30/2014,196.1337482,9
UUOJAWME,MEHSHCAE,12/1/2014,101.1777866,9
XUGJWIWC,LUPUOUKP,12/2/2014,172.6884297,9
BQSQFURE,HKOUKPSB,12/3/2014,113.8837429,9
KNBETXPC,SEAXWHNN,12/4/2014,124.7839714,9
FVVACHQG,WSRULYVR,12/5/2014,109.3195874,9
WRTNKOJW,CHVXFWYK,12/6/2014,176.9521612,9
JRUVHSVO,KSASEYSM,12/7/2014,125.3380469,9
THSRGUON,JUIAIDSG,12/8/2014,101.7171332,9
PJYLQOSS,PTOKMVYP,12/9/2014,111.2084759,9
GXTNKIJP,PGQNXBHA,12/10/2014,184.7059259,9
FUCJKPQA,HLYVAICT,12/11/2014,157.3083678,9
NKWWQNYW,IBCIBMHN,12/12/2014,148.0061067,9
UBBXUCHO,IFROOYCI,12/13/2014,176.6339631,9
FIVDDTMT,JQKREURX,12/14/2014,143.1459015,9
OQPXALCR,COIUVBCE,12/15/2014,154.1118068,9
BBKYGXIN,AYANXCPQ,12/16/2014,137.5822122,9
GCBOQKTK,QDAYBTDC,12/17/2014,164.3736411,9
BAMARDJI,NQDMTHCY,12/18/2014,180.4798786,9
HOQFBUNO,BGVTMCVY,12/19/2014,144.1673366,9
KWHTPHFI,LEDWGVHB,12/20/2014,148.301565,9
UCYHPBUC,YVQBYAIA,12/21/2014,162.5894689,9
DWNGRLQO,FTFNEFDM,12/22/2014,169.5959357,9
FUMDTFGO,OBDOFULC,12/23/2014,167.6733742,9
FUIDWCIQ,OFTIDMKG,12/24/2014,166.3748282,9
WLIJHULN,PJQAHGND,12/25/2014,190.5608002,9
ATPFSQJX,BLJPAWDQ,12/26/2014,100.3534664,9
GHBKMOKI,JKSMYCWR,12/27/2014,161.3505131,9
JLDPGJFX,XISTIPOM,12/28/2014,187.5144495,9
BAPNUMNI,WMETAWYX,12/29/2014,168.0210381,9
YYYTKCCO,ITXRYECX,12/30/2014,172.9938855,9
YUPFUGKH,LYNWFSFH,12/31/2014,137.2209666,9
XKBBPJVV,KEVEFDQM,1/1/2015,108.6019277,8
HPOYLAPM,RALYISTU,1/2/2015,114.7516411,8
XMMJTJOO,WJVDSVOT,1/3/2015,134.3185439,8
GNHHHOUB,OVGIERSJ,1/4/2015,154.2312475,8
NYDGDWOW,MYNNVQET,1/5/2015,169.2525718,8
CILLFCRN,ERECGINY,1/6/2015,192.201937,8
XTHSLMML,QGQAEWMC,1/7/2015,126.9770018,8
KTFBHFHS,HWRUULSP,1/8/2015,132.6893999,8
ESVMYSGW,XYJNHKGM,1/9/2015,165.5787338,8
KLVTFUFX,NBVWVWWF,1/10/2015,101.2327839,8
QNRIBBWO,HHGJNEUV,1/11/2015,116.0979129,8
QYVQPYJV,VHEVCCNQ,1/12/2015,111.3337981,8
PLEFEYXO,TRPOCMYL,1/13/2015,150.8154242,8
HVAJHYMB,HSTYDJQT,1/14/2015,142.1070533,8
TIRQAPAO,EOESKILJ,1/15/2015,170.8555486,8
AVEAWVUT,WTFMWLIM,1/16/2015,133.083262,8
FGHMFLCU,EMVGCHLJ,1/17/2015,166.034378,8
AHMERBAT,RPEPUCEW,1/18/2015,113.7429032,8
NBYNMEMR,TSILHHYE,1/19/2015,175.480351,8
NOPFAGEQ,EVSVYSQH,1/20/2015,163.4985612,8
OKGAAPGP,FAFLWCSO,1/21/2015,111.7832811,8
OXPFYDIB,EQBIXIPN,1/22/2015,111.5730053,8
RWVMJKJV,XUUTFWWC,1/23/2015,114.5571485,8
XJCUWKUU,TJCMDVCK,1/24/2015,114.8477113,8
QBYFAWIO,JXHFRNFA,1/25/2015,194.4908146,8
RPRUYLQV,JUWUOYIE,1/26/2015,183.770445,8
HLNMYIIW,UOJUVEMT,1/27/2015,152.5157907,8
AEOWWNPG,GCIAPASQ,1/28/2015,171.3157845,8
NDNGFKVI,LJWEXSGG,1/29/2015,112.2643759,8
PUFTVUTT,QMESOCBL,1/30/2015,192.758787,8
SHPUMLSL,TFMWUITY,1/31/2015,170.8250177,8
LXWDXMRV,GUMTTDRU,2/1/2015,186.3619908,8
JKYANAVU,LDJTLORE,2/2/2015,116.2529271,8
TRPWTHCY,IIEDXVCC,2/3/2015,137.3287587,8
DPLKXEIP,NMOPIGQY,2/4/2015,147.0828041,8
DPXWIIAY,IQBBDHJR,2/5/2015,132.9327143,8
VDPKFJSJ,LXADYGYO,2/6/2015,133.3416411,8
BEOUSUSI,SNOCGFOX,2/7/2015,197.3711705,8
EJEURQAX,CDYEETMS,2/8/2015,102.6877266,8
RMWPWYYB,PPOCDAJK,2/9/2015,199.578791,8
DLBOMGWN,RUSBHYFT,2/10/2015,171.1450773,8
YMWRDQKK,YIMBVVEE,2/11/2015,154.19381,8
YFHUNVRT,KUAEERJK,2/12/2015,143.4402417,8
LFYUEFSJ,YWXEFUVP,2/13/2015,167.9531845,8
YDBYDBIO,KOKJJERU,2/14/2015,135.0136067,8
KCPOKKBP,WHPTMKTX,2/15/2015,159.0800646,8
BCOEYKPE,FHBKDKKK,2/16/2015,181.0559332,8
NNEPITEH,CLQECEPO,2/17/2015,133.340991,8
SIGPSDWQ,QGGYVULK,2/18/2015,192.0756188,8
IIFDVXHJ,RGKXFSTO,2/19/2015,105.5447668,8
OGPWRESB,FDHFRIPN,2/20/2015,112.5710606,8
NRBVQPJD,FQONONLA,2/21/2015,160.965518,8
IXIBLNKU,QWDXOJGF,2/22/2015,177.5818556,8
FLKOUIOV,YOERCPXV,2/23/2015,157.9072259,8
BEXBROAM,QLBMJNRN,2/24/2015,191.3645851,8
IKHOGOQN,HSDHYDMT,2/25/2015,135.7878878,8
CVMCJLFF,LOVBQFUA,2/26/2015,193.2857829,8
BDLHVAVK,XXDBTKBU,2/27/2015,114.5397937,8
APEXYIIA,DDCAGIPQ,2/28/2015,137.2813517,8
TVSOVANN,FGOPXCJB,3/1/2015,109.8983115,8
NHDSQDRC,PJVCQSVW,3/2/2015,145.1769406,8
LNOJQYKS,TQWQCBPE,3/3/2015,133.0302566,8
TUTGOLQK,ONXERQAU,3/4/2015,190.8074431,8
EIERNFLB,CWWTGFAF,3/5/2015,137.4534245,8
CIGXYELP,JSSFPPMT,3/6/2015,178.0284539,8
WQENDEUF,LMPRHPBK,3/7/2015,115.6290606,8
IXKHXAMY,MERPPQNB,3/8/2015,108.9311149,8
BYNGKEJW,AHILNTWF,3/9/2015,122.770125,8
QHBVGXQL,VXINTYBW,3/10/2015,125.4271927,8
LSFXVCRK,CGQIEWCS,3/11/2015,151.4391895,8
OGQIQGPD,OSKWJYXG,3/12/2015,147.3491243,8
HAYGYOAN,BFVITHPE,3/13/2015,145.9181426,8
YNBDLYDX,LPFWWNIH,3/14/2015,139.7429405,8
JVGDOPAH,QTULYKCU,3/15/2015,145.6179974,8
LEYAGBWH,WQANAKHH,3/16/2015,105.0367493,8
GYHIRBLY,RGBGTYVF,3/17/2015,113.6829745,8
MALOJUBH,FYRSTBOJ,3/18/2015,143.5656889,8
RIJQERDQ,EWJHPFMN,3/19/2015,182.855159,8
EQVIVNLY,KJNSDJXN,3/20/2015,121.3711357,8
STWASXAP,LMDKWCNW,3/21/2015,180.8754725,8
LHJFEGGC,HHBDLMGD,3/22/2015,149.6849086,8
RMDSGWLP,HVLTEWQD,3/23/2015,111.4231922,8
YJVHMVLA,HFUDGSVY,3/24/2015,121.8171965,8
CVSYVOAR,TXVHFTFC,3/25/2015,165.1865651,8
MJRBTIUW,SPMXSALR,3/26/2015,128.2576236,8
XBPXBSVJ,TELAIAUW,3/27/2015,121.9512962,8
EJKSXDPA,ETIOMVVH,3/28/2015,116.5176182,8
ORIIURVG,SKNBJMDA,3/29/2015,111.5992025,8
BYKSRDUV,RHRSQMGI,3/30/2015,172.9615027,8
AFCYYIOP,RLIAOADM,3/31/2015,162.4647395,8
LLDWCETA,YMQARMWF,4/1/2015,112.9413316,8
OKRKMSJF,GRAGTMJA,4/2/2015,189.0397893,8
MEOIOESD,NTCSPTOD,4/3/2015,158.7738594,8
BQJQCNBV,RTTCMMFQ,4/4/2015,179.7165694,8
HLCTQTNX,UCJIMMFD,4/5/2015,179.2042388,8
HLKMRJNH,EXJRVXXK,4/6/2015,126.061887,8
XPJGGVPM,JNESBFIW,4/7/2015,138.432535,8
HFWKVGUI,VNBBQRGI,4/8/2015,186.2700443,8
NXOXSIYB,DHCDGCJT,4/9/2015,125.0582584,8
XROEDTIO,MJFEMLNH,4/10/2015,158.1576726,8
MSBEDKKR,XJUJCTPV,4/11/2015,107.4121192,8
NLSTBDEJ,JPVQSNXH,4/12/2015,104.3708769,8
VCUBMDKF,UQLCTBDS,4/13/2015,158.0079241,8
NDAIIDTD,JSUPDCFE,4/14/2015,106.8608973,8
QCCHERCR,BRMKNUQL,4/15/2015,125.7539008,8
GGJTUUHB,NFWVEBMG,4/16/2015,129.2048396,8
IDJVKAPT,DESTSODO,4/17/2015,106.8996417,8
QBGGLTQO,SYTYTAPY,4/18/2015,188.1428542,8
BEJMQIVY,AARRXLQG,4/19/2015,157.169689,8
XMQEVQCF,XFCCKJNV,4/20/2015,122.7654538,8
DIBQSTRW,OFDSNBJV,4/21/2015,185.5635287,8
DROURFXB,IBOOXTTE,4/22/2015,156.1996742,8
GJUTTBUC,NWBKATTI,4/23/2015,117.7398609,8
PGDCKRVP,KWKJLNVF,4/24/2015,119.1610524,8
UVVJJGEX,TCHWTVIJ,4/25/2015,116.879363,8
ILDUHKSG,QCUDSDWA,4/26/2015,188.4126491,8
FEPNEAEB,CWPNVECV,4/27/2015,116.2021381,8
NEAGWPXV,EDYYVSXR,4/28/2015,137.885651,8
IJIKBQGJ,WWCAUMFI,4/29/2015,103.233467,8
BRFYTORU,LDEWPFXV,4/30/2015,150.4742851,8
JBPBBXEY,OSFSOVUC,5/1/2015,191.7938899,8
QWEKASPG,HDKWFUGY,5/2/2015,189.2284557,8
BRSPLIJP,VOODJTFO,5/3/2015,163.8774526,8
NCDCBTFS,XSUUMGLC,5/4/2015,194.478061,8
RJJGFJEK,GADIGOUJ,5/5/2015,133.5046565,8
IGDEPUMB,QFFTDUIO,5/6/2015,138.483337,8
PTARWHRM,DUDOLLGO,5/7/2015,193.7785001,8
BAMXUIES,PWNISMSV,5/8/2015,152.9089546,8
OXVYRRIM,DIMGXPRW,5/9/2015,183.6399934,8
TJMOVVXJ,XDFGLPDO,5/10/2015,165.5249746,8
LXRUSEIB,DRPRJYQJ,5/11/2015,115.0526329,8
YFDODULT,QNLLTQNR,5/12/2015,198.318713,8
JYLKSROY,UIHENRQG,5/13/2015,174.1176201,8
FQDCSOIG,QBLCYFYT,5/14/2015,136.9493678,8
EXBPQXTU,VNKPBOQS,5/15/2015,177.1348392,8
CBDHJUWI,BMJEQDPK,5/16/2015,196.2629555,8
WISEOKCM,QJKJMBXM,5/17/2015,162.8005437,8
YAFNJFND,MDOSGPPY,5/18/2015,189.3966403,8
LBBRDSKE,CGVBUDYU,5/19/2015,102.5123461,8
BEBPPTLD,ABPPKOCT,5/20/2015,146.1467129,8
XIEYYNLL,JHWRRWLN,5/21/2015,140.9273756,8
VGCYLDDS,XDSHJKUD,5/22/2015,101.9897324,8
IXPJAJUH,GJKYJJOP,5/23/2015,193.1981419,8
IBUSUAGC,FYXNXXSD,5/24/2015,182.4561434,8
WSVONEKC,CAXDPYDY,5/25/2015,183.903773,8
FMKWTORB,DRVXWOIM,5/26/2015,121.9688098,8
DFUJRVQB,SIHCNIAR,5/27/2015,192.8535769,8
HPWWCJHW,BSLDNSRB,5/28/2015,178.3161074,8
LODKPEAO,ABTFTNIA,5/29/2015,135.2471315,8
PSWUJMPQ,YJTRFIYQ,5/30/2015,143.2905404,8
LADGXAMQ,TRWYVEBD,5/31/2015,169.2562075,8
XXOUSGPW,QNVUWRUU,6/1/2015,130.8339258,8
DKTDAMMX,MTEKQNXA,6/2/2015,127.0885774,8
KUGUBUHJ,BYDBKPNN,6/3/2015,168.5088263,8
KATWHOPS,XWPMIWRP,6/4/2015,136.5302089,8
DGHXOVCI,FXKKMMFW,6/5/2015,145.0553053,8
UXIBKYYE,LKYEHVIE,6/6/2015,104.4043289,8
SLMMRWRY,WADUETSM,6/7/2015,155.8032125,8
XDUMBNFA,XVMMTAOB,6/8/2015,141.5634805,8
LJBFGEDI,HMXATJRF,6/9/2015,146.9766111,8
TDVSVRTV,GOOURSSL,6/10/2015,183.4614884,8
TWJHHPPG,AXCPKJBQ,6/11/2015,163.9175181,8
AODULCVG,DPGQNXBM,6/12/2015,198.332106,8
HFVLKXUG,GUBQJERY,6/13/2015,187.8320234,8
QSUKNLWM,PBNTQQOD,6/14/2015,133.7784781,8
ELWOSHMH,GTRESLHO,6/15/2015,157.7580488,8
YLWDYEJX,REFTVYMF,6/16/2015,130.3594176,8
HUXKEYAM,GXMLATTH,6/17/2015,159.5984775,8
WVEJNCWP,UXGKYVBH,6/18/2015,133.3277301,8
WWJKSHPE,UDLVVEUP,6/19/2015,142.3214672,8
NBDAHQIB,VQWHJNEF,6/20/2015,129.7199814,8
VWCNOFQP,JGONBASR,6/21/2015,185.1087368,8
QCQPBANL,FCNFMPFP,6/22/2015,103.0928667,8
PFESITYL,IKPGWENA,6/23/2015,128.316318,8
EQXNJBHC,FOQLULUR,6/24/2015,132.6665563,8
VUWOGDIE,DGVJLYOD,6/25/2015,129.8859428,8
MMMOHXAF,IQWNTBQY,6/26/2015,180.4583714,8
TGXWPFBP,PUGEYXPW,6/27/2015,148.8338557,8
EGHNTXLD,RNNGHAHO,6/28/2015,137.2845686,8
YVMWXCYT,VDVSPRDK,6/29/2015,188.8473659,8
EWJJTSHT,JPWGKBNT,6/30/2015,164.5971323,8
UVJIHKDF,KLLXOVDO,7/1/2015,196.3337883,8
SGRQUINC,LMSKLOOD,7/2/2015,128.097074,8
JBPSHIQX,XTFOVLVF,7/3/2015,185.8985881,8
LDKJOXRR,HOCHBVGM,7/4/2015,174.6234999,8
NIEBMRIJ,IAPRKWQB,7/5/2015,152.9005308,8
LPSSWMHK,EEQNXLOF,7/6/2015,102.3810773,8
ACXJSTCI,SRUFDLUT,7/7/2015,115.5645091,8
BWVNVLGC,XSWTDDRM,7/8/2015,125.8057842,8
DESNXJJF,PDPRPCBF,7/9/2015,111.5863316,8
SIRDPATN,CKFGKDMI,7/10/2015,196.1869463,8
BHNEITSV,LRICSQCP,7/11/2015,150.1666112,8
ITCPBPJU,WRDUTUCP,7/12/2015,144.1145506,8
IXMCIAQD,XXCIUQOY,7/13/2015,138.9338971,8
VTDFMHBP,OCVPHROG,7/14/2015,190.0373611,8
XLDTULMW,YFQDXYXX,7/15/2015,160.4255468,8
VPYHVPHA,PIBYMTBD,7/16/2015,105.7607288,8
EKRYAKXN,WLOMHYGC,7/17/2015,162.5170794,8
YFOCBUWL,BBLUWUTO,7/18/2015,139.2800445,8
KGOQOSQB,GGDLQBFG,7/19/2015,102.1359155,8
YJTOEVGG,YPWINMUS,7/20/2015,193.311524,8
LMFGONQB,CKWTWLLK,7/21/2015,159.1998325,8
CMERVTWA,YJMGFPGE,7/22/2015,156.6351685,8
JSMINSFU,BEPAXWOR,7/23/2015,196.2867747,8
RAYWKEIX,IAEGBPJU,7/24/2015,130.3226518,8
ESVBLVTD,ACNQTCCR,7/25/2015,117.491787,8
KVTAWJFK,QMMMFSWC,7/26/2015,113.6455916,8
EFNEYPOP,PHNHADFT,7/27/2015,114.3676072,8
HCFPDRTO,CTRKIHMA,7/28/2015,165.2235279,8
WCLKODHQ,GMCWDGOM,7/29/2015,140.1789515,8
OPVRUMOB,SLYDBSMY,7/30/2015,123.3855644,8
QWWLLMQY,AMQKPHLP,7/31/2015,108.6346244,8
KVFUDAIH,YRJCOUEW,8/1/2015,107.784107,8
AQPLNAYV,TYCXOTKX,8/2/2015,174.8888017,8
LAHDBAUP,USGYRQIE,8/3/2015,131.286249,8
VUJRDRLL,JTXGPOSN,8/4/2015,195.2573037,8
AXFRHQAC,EISGDSHO,8/5/2015,104.7900811,8
GRPDOCYX,ELMAJVIY,8/6/2015,140.4474151,8
TLBMNFNL,VVSOTLCW,8/7/2015,178.1081509,8
EBKKYKJP,VXNXEEWR,8/8/2015,136.5998519,8
LEVVMKVP,UWQJKCYJ,8/9/2015,160.7672504,8
DATMUVLK,XBJRIMKG,8/10/2015,146.5198156,8
SOOHMWJI,LJVJPRGH,8/11/2015,146.5296677,8
UJUFBABY,NWDIJCMO,8/12/2015,123.2416462,8
